"db" "query" "genus" "order" "family" "class" "phylum" "Organism"
"ncbi" "Acidobacteriales bacterium 13_1_40CM_3_55_5" NA "Acidobacteriales" NA "Acidobacteriia" "Acidobacteria" "Acidobacteriales bacterium 13_1_40CM_3_55_5"
"ncbi" "Acidobacteriales bacterium 13_2_20CM_55_8" NA "Acidobacteriales" NA "Acidobacteriia" "Acidobacteria" "Acidobacteriales bacterium 13_2_20CM_55_8"
"ncbi" "Betaproteobacteria bacterium RIFCSPLOWO2_12_FULL_62_13" NA NA NA "Betaproteobacteria" "Proteobacteria" "Betaproteobacteria bacterium RIFCSPLOWO2_12_FULL_62_13"
"ncbi" "Acidobacteriales bacterium 13_2_20CM_55_8" NA "Acidobacteriales" NA "Acidobacteriia" "Acidobacteria" "Acidobacteriales bacterium 13_2_20CM_55_8"
"ncbi" "Streptomyces sp. G25(2015)" NA NA NA NA NA "Streptomyces sp. G25(2015)"
"ncbi" "Candidatus Rokubacteria bacterium 13_1_40CM_3_69_38" NA NA NA NA "Candidatus Rokubacteria" "Candidatus Rokubacteria bacterium 13_1_40CM_3_69_38"
"ncbi" "Acidobacteria bacterium 13_1_20CM_2_65_9" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium 13_1_20CM_2_65_9"
"ncbi" "Candidatus Rokubacteria bacterium GWC2_70_24" NA NA NA NA "Candidatus Rokubacteria" "Candidatus Rokubacteria bacterium GWC2_70_24"
"ncbi" "Acidobacteria bacterium 13_1_20CM_4_57_11" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium 13_1_20CM_4_57_11"
"ncbi" "Acidobacteria bacterium 13_1_40CM_2_60_7" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium 13_1_40CM_2_60_7"
"ncbi" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11"
"ncbi" "Verrucomicrobia bacterium GWF2_62_7" NA NA NA NA "Verrucomicrobia" "Verrucomicrobia bacterium GWF2_62_7"
"ncbi" "Armatimonadetes bacterium RBG_19FT_COMBO_69_19" NA NA NA NA "Armatimonadetes" "Armatimonadetes bacterium RBG_19FT_COMBO_69_19"
"ncbi" "Acidobacteria bacterium 13_1_40CM_4_58_4" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium 13_1_40CM_4_58_4"
"ncbi" "Ktedonobacter racemifer DSM 44963" "Ktedonobacter" "Ktedonobacterales" "Ktedonobacteraceae" "Ktedonobacteria" "Chloroflexi" "Ktedonobacter racemifer DSM 44963"
"ncbi" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11"
"ncbi" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11"
"ncbi" "Candidatus Koribacter versatilis Ellin345" "Candidatus Koribacter" "Acidobacteriales" "Acidobacteriaceae" "Acidobacteriia" "Acidobacteria" "Candidatus Koribacter versatilis Ellin345"
"ncbi" "Microbacterium sp. SCN 70-10" "Microbacterium" "Micrococcales" "Microbacteriaceae" "Actinobacteria" "Actinobacteria" "Microbacterium sp. SCN 70-10"
"ncbi" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11"
"ncbi" "Betaproteobacteria bacterium RBG_16_64_18" NA NA NA "Betaproteobacteria" "Proteobacteria" "Betaproteobacteria bacterium RBG_16_64_18"
"ncbi" "Chloroflexi bacterium 13_1_40CM_55_7" NA NA NA NA "Chloroflexi" "Chloroflexi bacterium 13_1_40CM_55_7"
"ncbi" "Acidobacteria bacterium 13_1_20CM_2_65_9" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium 13_1_20CM_2_65_9"
"ncbi" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11"
"ncbi" "Magnetospirillum magnetotacticum MS-1" "Magnetospirillum" "Rhodospirillales" "Rhodospirillaceae" "Alphaproteobacteria" "Proteobacteria" "Magnetospirillum magnetotacticum MS-1"
"ncbi" "Actinobacteria bacterium 13_2_20CM_2_66_6" NA NA NA NA "Actinobacteria" "Actinobacteria bacterium 13_2_20CM_2_66_6"
"ncbi" "Acidobacteriales bacterium 13_1_40CM_3_55_5" NA "Acidobacteriales" NA "Acidobacteriia" "Acidobacteria" "Acidobacteriales bacterium 13_1_40CM_3_55_5"
"ncbi" "Chloroflexi bacterium 13_1_40CM_55_7" NA NA NA NA "Chloroflexi" "Chloroflexi bacterium 13_1_40CM_55_7"
"ncbi" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11"
"ncbi" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11"
"ncbi" "Acidobacteriales bacterium 13_1_40CM_3_55_5" NA "Acidobacteriales" NA "Acidobacteriia" "Acidobacteria" "Acidobacteriales bacterium 13_1_40CM_3_55_5"
"ncbi" "Candidatus Rokubacteria bacterium GWC2_70_24" NA NA NA NA "Candidatus Rokubacteria" "Candidatus Rokubacteria bacterium GWC2_70_24"
"ncbi" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11"
"ncbi" "Actinobacteria bacterium RBG_16_70_17" NA NA NA NA "Actinobacteria" "Actinobacteria bacterium RBG_16_70_17"
"ncbi" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11"
"ncbi" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11"
"ncbi" "Gemmatimonadetes bacterium 13_2_20CM_69_27" NA NA NA NA "Gemmatimonadetes" "Gemmatimonadetes bacterium 13_2_20CM_69_27"
"ncbi" "Betaproteobacteria bacterium RIFCSPLOWO2_12_FULL_62_13" NA NA NA "Betaproteobacteria" "Proteobacteria" "Betaproteobacteria bacterium RIFCSPLOWO2_12_FULL_62_13"
"ncbi" "Acidobacteria bacterium 13_2_20CM_58_27" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium 13_2_20CM_58_27"
"ncbi" "Gemmatimonadetes bacterium 13_2_20CM_69_27" NA NA NA NA "Gemmatimonadetes" "Gemmatimonadetes bacterium 13_2_20CM_69_27"
"ncbi" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11"
"ncbi" "Ktedonobacter racemifer DSM 44963" "Ktedonobacter" "Ktedonobacterales" "Ktedonobacteraceae" "Ktedonobacteria" "Chloroflexi" "Ktedonobacter racemifer DSM 44963"
"ncbi" "Chloroflexi bacterium 13_1_40CM_55_7" NA NA NA NA "Chloroflexi" "Chloroflexi bacterium 13_1_40CM_55_7"
"ncbi" "Actinobacteria bacterium RBG_16_70_17" NA NA NA NA "Actinobacteria" "Actinobacteria bacterium RBG_16_70_17"
"ncbi" "Betaproteobacteria bacterium RIFCSPLOWO2_12_FULL_64_23" NA NA NA "Betaproteobacteria" "Proteobacteria" "Betaproteobacteria bacterium RIFCSPLOWO2_12_FULL_64_23"
"ncbi" "Actinobacteria bacterium 13_1_20CM_3_68_9" NA NA NA NA "Actinobacteria" "Actinobacteria bacterium 13_1_20CM_3_68_9"
"ncbi" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11"
"ncbi" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11"
"ncbi" "Candidatus Rokubacteria bacterium RIFCSPLOWO2_02_FULL_72_37" NA NA NA NA "Candidatus Rokubacteria" "Candidatus Rokubacteria bacterium RIFCSPLOWO2_02_FULL_72_37"
"ncbi" "Acidobacteria bacterium 13_1_20CM_2_65_9" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium 13_1_20CM_2_65_9"
"ncbi" "Acidobacteria bacterium 13_1_20CM_2_65_9" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium 13_1_20CM_2_65_9"
"ncbi" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11"
"ncbi" "Chloroflexi bacterium 13_1_40CM_55_7" NA NA NA NA "Chloroflexi" "Chloroflexi bacterium 13_1_40CM_55_7"
"ncbi" "Verrucomicrobia bacterium GWF2_62_7" NA NA NA NA "Verrucomicrobia" "Verrucomicrobia bacterium GWF2_62_7"
"ncbi" "Streptomyces phaeopurpureus" "Streptomyces" "Streptomycetales" "Streptomycetaceae" "Actinobacteria" "Actinobacteria" "Streptomyces phaeopurpureus"
"ncbi" "Acidobacteria bacterium 13_1_40CM_2_60_7" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium 13_1_40CM_2_60_7"
"ncbi" "Chloroflexi bacterium 13_1_40CM_55_7" NA NA NA NA "Chloroflexi" "Chloroflexi bacterium 13_1_40CM_55_7"
"ncbi" "Acidobacteria bacterium 13_1_20CM_4_57_11" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium 13_1_20CM_4_57_11"
"ncbi" "Actinobacteria bacterium 13_2_20CM_2_66_6" NA NA NA NA "Actinobacteria" "Actinobacteria bacterium 13_2_20CM_2_66_6"
"ncbi" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11"
"ncbi" "Chloroflexi bacterium RBG_16_68_14" NA NA NA NA "Chloroflexi" "Chloroflexi bacterium RBG_16_68_14"
"ncbi" "Chloroflexi bacterium RBG_16_68_14" NA NA NA NA "Chloroflexi" "Chloroflexi bacterium RBG_16_68_14"
"ncbi" "Actinobacteria bacterium 13_2_20CM_2_66_6" NA NA NA NA "Actinobacteria" "Actinobacteria bacterium 13_2_20CM_2_66_6"
"ncbi" "Chloroflexi bacterium RBG_16_68_14" NA NA NA NA "Chloroflexi" "Chloroflexi bacterium RBG_16_68_14"
"ncbi" "Ktedonobacter racemifer DSM 44963" "Ktedonobacter" "Ktedonobacterales" "Ktedonobacteraceae" "Ktedonobacteria" "Chloroflexi" "Ktedonobacter racemifer DSM 44963"
"ncbi" "Intrasporangium chromatireducens Q5-1" "Intrasporangium" "Micrococcales" "Intrasporangiaceae" "Actinobacteria" "Actinobacteria" "Intrasporangium chromatireducens Q5-1"
"ncbi" "Chloroflexi bacterium 13_1_40CM_55_7" NA NA NA NA "Chloroflexi" "Chloroflexi bacterium 13_1_40CM_55_7"
"ncbi" "Candidatus Muproteobacteria bacterium RBG_16_62_13" NA NA NA "Candidatus Muproteobacteria" "Proteobacteria" "Candidatus Muproteobacteria bacterium RBG_16_62_13"
"ncbi" "Candidatus Rokubacteria bacterium RIFCSPLOWO2_12_FULL_73_47" NA NA NA NA "Candidatus Rokubacteria" "Candidatus Rokubacteria bacterium RIFCSPLOWO2_12_FULL_73_47"
"ncbi" "Chloroflexi bacterium 13_1_40CM_55_7" NA NA NA NA "Chloroflexi" "Chloroflexi bacterium 13_1_40CM_55_7"
"ncbi" "Candidatus Rokubacteria bacterium RIFCSPLOWO2_12_FULL_73_47" NA NA NA NA "Candidatus Rokubacteria" "Candidatus Rokubacteria bacterium RIFCSPLOWO2_12_FULL_73_47"
"ncbi" "Acidobacteria bacterium 13_1_40CM_2_60_7" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium 13_1_40CM_2_60_7"
"ncbi" "Acidobacteriales bacterium 13_2_20CM_55_8" NA "Acidobacteriales" NA "Acidobacteriia" "Acidobacteria" "Acidobacteriales bacterium 13_2_20CM_55_8"
"ncbi" "Acidobacteria bacterium 13_1_20CM_4_57_11" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium 13_1_20CM_4_57_11"
"ncbi" "Streptomyces phaeopurpureus" "Streptomyces" "Streptomycetales" "Streptomycetaceae" "Actinobacteria" "Actinobacteria" "Streptomyces phaeopurpureus"
"ncbi" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11"
"ncbi" "Betaproteobacteria bacterium RIFCSPLOWO2_02_64_14" NA NA NA "Betaproteobacteria" "Proteobacteria" "Betaproteobacteria bacterium RIFCSPLOWO2_02_64_14"
"ncbi" "Betaproteobacteria bacterium RIFCSPLOWO2_02_67_12" NA NA NA "Betaproteobacteria" "Proteobacteria" "Betaproteobacteria bacterium RIFCSPLOWO2_02_67_12"
"ncbi" "Acidobacteria bacterium 13_1_20CM_2_65_9" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium 13_1_20CM_2_65_9"
"ncbi" "Betaproteobacteria bacterium RBG_16_64_18" NA NA NA "Betaproteobacteria" "Proteobacteria" "Betaproteobacteria bacterium RBG_16_64_18"
"ncbi" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11"
"ncbi" "Gemmatimonas sp. SG8_38_2" "Gemmatimonas" "Gemmatimonadales" "Gemmatimonadaceae" "Gemmatimonadetes" "Gemmatimonadetes" "Gemmatimonas sp. SG8_38_2"
"ncbi" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11"
"ncbi" "Candidatus Muproteobacteria bacterium RBG_16_62_13" NA NA NA "Candidatus Muproteobacteria" "Proteobacteria" "Candidatus Muproteobacteria bacterium RBG_16_62_13"
"ncbi" "Betaproteobacteria bacterium RIFCSPLOWO2_12_FULL_64_23" NA NA NA "Betaproteobacteria" "Proteobacteria" "Betaproteobacteria bacterium RIFCSPLOWO2_12_FULL_64_23"
"ncbi" "Candidatus Rokubacteria bacterium RIFCSPLOWO2_12_FULL_73_47" NA NA NA NA "Candidatus Rokubacteria" "Candidatus Rokubacteria bacterium RIFCSPLOWO2_12_FULL_73_47"
"ncbi" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11"
"ncbi" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11"
"ncbi" "Chloroflexi bacterium 13_1_40CM_55_7" NA NA NA NA "Chloroflexi" "Chloroflexi bacterium 13_1_40CM_55_7"
"ncbi" "Acidobacteria bacterium SCGC AG-212-P17" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium SCGC AG-212-P17"
"ncbi" "Intrasporangium chromatireducens Q5-1" "Intrasporangium" "Micrococcales" "Intrasporangiaceae" "Actinobacteria" "Actinobacteria" "Intrasporangium chromatireducens Q5-1"
"ncbi" "Chloroflexi bacterium 13_1_40CM_55_7" NA NA NA NA "Chloroflexi" "Chloroflexi bacterium 13_1_40CM_55_7"
"ncbi" "Ktedonobacter racemifer DSM 44963" "Ktedonobacter" "Ktedonobacterales" "Ktedonobacteraceae" "Ktedonobacteria" "Chloroflexi" "Ktedonobacter racemifer DSM 44963"
"ncbi" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_66_21" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_66_21"
"ncbi" "Chloroflexi bacterium 13_1_40CM_55_7" NA NA NA NA "Chloroflexi" "Chloroflexi bacterium 13_1_40CM_55_7"
"ncbi" "Acidobacteriales bacterium 13_1_40CM_3_55_5" NA "Acidobacteriales" NA "Acidobacteriia" "Acidobacteria" "Acidobacteriales bacterium 13_1_40CM_3_55_5"
"ncbi" "Betaproteobacteria bacterium RIFCSPLOWO2_12_FULL_64_23" NA NA NA "Betaproteobacteria" "Proteobacteria" "Betaproteobacteria bacterium RIFCSPLOWO2_12_FULL_64_23"
"ncbi" "Acidobacteria bacterium 13_1_20CM_2_65_9" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium 13_1_20CM_2_65_9"
"ncbi" "Terriglobus roseus" "Terriglobus" "Acidobacteriales" "Acidobacteriaceae" "Acidobacteriia" "Acidobacteria" "Terriglobus roseus"
"ncbi" "Betaproteobacteria bacterium RIFCSPLOWO2_12_FULL_62_13" NA NA NA "Betaproteobacteria" "Proteobacteria" "Betaproteobacteria bacterium RIFCSPLOWO2_12_FULL_62_13"
"ncbi" "Acidobacteriales bacterium 13_2_20CM_55_8" NA "Acidobacteriales" NA "Acidobacteriia" "Acidobacteria" "Acidobacteriales bacterium 13_2_20CM_55_8"
"ncbi" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11"
"ncbi" "Betaproteobacteria bacterium RBG_16_64_18" NA NA NA "Betaproteobacteria" "Proteobacteria" "Betaproteobacteria bacterium RBG_16_64_18"
"ncbi" "Acidobacteria bacterium 13_1_20CM_4_57_11" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium 13_1_20CM_4_57_11"
"ncbi" "Candidatus Rokubacteria bacterium GWA2_70_23" NA NA NA NA "Candidatus Rokubacteria" "Candidatus Rokubacteria bacterium GWA2_70_23"
"ncbi" "Acidobacteria bacterium 13_1_20CM_4_57_11" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium 13_1_20CM_4_57_11"
"ncbi" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11"
"ncbi" "Acidobacteria bacterium 13_1_40CM_2_60_7" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium 13_1_40CM_2_60_7"
"ncbi" "Solirubrobacterales bacterium 67-14" NA "Solirubrobacterales" NA "Thermoleophilia" "Actinobacteria" "Solirubrobacterales bacterium 67-14"
"ncbi" "Acidobacteriales bacterium 13_2_20CM_2_55_5" NA "Acidobacteriales" NA "Acidobacteriia" "Acidobacteria" "Acidobacteriales bacterium 13_2_20CM_2_55_5"
"ncbi" "Chloroflexi bacterium 13_1_40CM_55_7" NA NA NA NA "Chloroflexi" "Chloroflexi bacterium 13_1_40CM_55_7"
"ncbi" "Chloroflexi bacterium 13_1_40CM_55_7" NA NA NA NA "Chloroflexi" "Chloroflexi bacterium 13_1_40CM_55_7"
"ncbi" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11"
"ncbi" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11"
"ncbi" "Steroidobacter denitrificans" "Steroidobacter" "Nevskiales" "Sinobacteraceae" "Gammaproteobacteria" "Proteobacteria" "Steroidobacter denitrificans"
"ncbi" "Intrasporangium chromatireducens Q5-1" "Intrasporangium" "Micrococcales" "Intrasporangiaceae" "Actinobacteria" "Actinobacteria" "Intrasporangium chromatireducens Q5-1"
"ncbi" "Betaproteobacteria bacterium RBG_16_64_18" NA NA NA "Betaproteobacteria" "Proteobacteria" "Betaproteobacteria bacterium RBG_16_64_18"
"ncbi" "Candidatus Rokubacteria bacterium RIFCSPLOWO2_02_FULL_72_37" NA NA NA NA "Candidatus Rokubacteria" "Candidatus Rokubacteria bacterium RIFCSPLOWO2_02_FULL_72_37"
"ncbi" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11"
"ncbi" "Acidobacteriales bacterium 13_2_20CM_55_8" NA "Acidobacteriales" NA "Acidobacteriia" "Acidobacteria" "Acidobacteriales bacterium 13_2_20CM_55_8"
"ncbi" "Actinobacteria bacterium 13_1_20CM_2_66_18" NA NA NA NA "Actinobacteria" "Actinobacteria bacterium 13_1_20CM_2_66_18"
"ncbi" "Acidobacteria bacterium 13_1_40CM_4_58_4" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium 13_1_40CM_4_58_4"
"ncbi" "Magnetospirillum magnetotacticum MS-1" "Magnetospirillum" "Rhodospirillales" "Rhodospirillaceae" "Alphaproteobacteria" "Proteobacteria" "Magnetospirillum magnetotacticum MS-1"
"ncbi" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11"
"ncbi" "Candidatus Peregrinibacteria bacterium CG1_02_54_53" NA NA NA NA "Candidatus Peregrinibacteria" "Candidatus Peregrinibacteria bacterium CG1_02_54_53"
"ncbi" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11"
"ncbi" "Acidobacteria bacterium 13_1_40CM_4_58_4" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium 13_1_40CM_4_58_4"
"ncbi" "Solirubrobacterales bacterium 67-14" NA "Solirubrobacterales" NA "Thermoleophilia" "Actinobacteria" "Solirubrobacterales bacterium 67-14"
"ncbi" "Betaproteobacteria bacterium RIFCSPLOWO2_12_FULL_64_23" NA NA NA "Betaproteobacteria" "Proteobacteria" "Betaproteobacteria bacterium RIFCSPLOWO2_12_FULL_64_23"
"ncbi" "Betaproteobacteria bacterium RBG_16_64_18" NA NA NA "Betaproteobacteria" "Proteobacteria" "Betaproteobacteria bacterium RBG_16_64_18"
"ncbi" "Chloroflexi bacterium 13_1_40CM_55_7" NA NA NA NA "Chloroflexi" "Chloroflexi bacterium 13_1_40CM_55_7"
"ncbi" "Magnetospirillum magnetotacticum MS-1" "Magnetospirillum" "Rhodospirillales" "Rhodospirillaceae" "Alphaproteobacteria" "Proteobacteria" "Magnetospirillum magnetotacticum MS-1"
"ncbi" "Acidobacteriales bacterium 13_2_20CM_55_8" NA "Acidobacteriales" NA "Acidobacteriia" "Acidobacteria" "Acidobacteriales bacterium 13_2_20CM_55_8"
"ncbi" "Chitinophaga sp. CF118" "Chitinophaga" "Chitinophagales" "Chitinophagaceae" "Chitinophagia" "Bacteroidetes" "Chitinophaga sp. CF118"
"ncbi" "Betaproteobacteria bacterium RIFCSPLOWO2_12_FULL_64_23" NA NA NA "Betaproteobacteria" "Proteobacteria" "Betaproteobacteria bacterium RIFCSPLOWO2_12_FULL_64_23"
"ncbi" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11"
"ncbi" "Acidobacteria bacterium 13_1_40CM_4_61_5" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium 13_1_40CM_4_61_5"
"ncbi" "miscellaneous Crenarchaeota group-1 archaeon SG8-32-1" NA NA NA NA "Candidatus Bathyarchaeota" "miscellaneous Crenarchaeota group-1 archaeon SG8-32-1"
"ncbi" "Acidobacteria bacterium 13_1_40CM_4_61_5" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium 13_1_40CM_4_61_5"
"ncbi" "Chloroflexi bacterium 13_1_40CM_55_7" NA NA NA NA "Chloroflexi" "Chloroflexi bacterium 13_1_40CM_55_7"
"ncbi" "Chloroflexi bacterium 13_1_40CM_55_7" NA NA NA NA "Chloroflexi" "Chloroflexi bacterium 13_1_40CM_55_7"
"ncbi" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11"
"ncbi" "Candidatus Rokubacteria bacterium 13_1_20CM_4_68_9" NA NA NA NA "Candidatus Rokubacteria" "Candidatus Rokubacteria bacterium 13_1_20CM_4_68_9"
"ncbi" "Rhodomicrobium udaipurense JA643" "Rhodomicrobium" "Rhizobiales" "Hyphomicrobiaceae" "Alphaproteobacteria" "Proteobacteria" "Rhodomicrobium udaipurense JA643"
"ncbi" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11"
"ncbi" "Actinobacteria bacterium 13_2_20CM_2_66_6" NA NA NA NA "Actinobacteria" "Actinobacteria bacterium 13_2_20CM_2_66_6"
"ncbi" "Gemmatimonadetes bacterium 13_1_40CM_66_11" NA NA NA NA "Gemmatimonadetes" "Gemmatimonadetes bacterium 13_1_40CM_66_11"
"ncbi" "Streptomyces griseorubiginosus" "Streptomyces" "Streptomycetales" "Streptomycetaceae" "Actinobacteria" "Actinobacteria" "Streptomyces griseorubiginosus"
"ncbi" "Betaproteobacteria bacterium RIFCSPLOWO2_12_FULL_64_23" NA NA NA "Betaproteobacteria" "Proteobacteria" "Betaproteobacteria bacterium RIFCSPLOWO2_12_FULL_64_23"
"ncbi" "Chloroflexi bacterium 13_1_40CM_55_7" NA NA NA NA "Chloroflexi" "Chloroflexi bacterium 13_1_40CM_55_7"
"ncbi" "Streptomyces mirabilis" "Streptomyces" "Streptomycetales" "Streptomycetaceae" "Actinobacteria" "Actinobacteria" "Streptomyces mirabilis"
"ncbi" "Rhodopseudomonas pseudopalustris" "Rhodopseudomonas" "Rhizobiales" "Bradyrhizobiaceae" "Alphaproteobacteria" "Proteobacteria" "Rhodopseudomonas pseudopalustris"
"ncbi" "Betaproteobacteria bacterium RIFCSPLOWO2_12_FULL_64_23" NA NA NA "Betaproteobacteria" "Proteobacteria" "Betaproteobacteria bacterium RIFCSPLOWO2_12_FULL_64_23"
"ncbi" "Magnetospirillum magnetotacticum MS-1" "Magnetospirillum" "Rhodospirillales" "Rhodospirillaceae" "Alphaproteobacteria" "Proteobacteria" "Magnetospirillum magnetotacticum MS-1"
"ncbi" "Acidobacteriales bacterium 13_1_40CM_3_55_5" NA "Acidobacteriales" NA "Acidobacteriia" "Acidobacteria" "Acidobacteriales bacterium 13_1_40CM_3_55_5"
"ncbi" "Fimbriimonas ginsengisoli Gsoil 348" "Fimbriimonas" "Fimbriimonadales" "Fimbriimonadaceae" "Fimbriimonadia" "Armatimonadetes" "Fimbriimonas ginsengisoli Gsoil 348"
"ncbi" "Gemmatimonadetes bacterium 13_1_40CM_66_11" NA NA NA NA "Gemmatimonadetes" "Gemmatimonadetes bacterium 13_1_40CM_66_11"
"ncbi" "Acidobacteriales bacterium 13_2_20CM_55_8" NA "Acidobacteriales" NA "Acidobacteriia" "Acidobacteria" "Acidobacteriales bacterium 13_2_20CM_55_8"
"ncbi" "Acidobacteriales bacterium 13_2_20CM_55_8" NA "Acidobacteriales" NA "Acidobacteriia" "Acidobacteria" "Acidobacteriales bacterium 13_2_20CM_55_8"
