COGID	C01	C03	C04	C05	C06	C07	C10	C12	C14	C15	C16	C17	Func_name
COG3340	2016	1865	1628	1486	1080	1416	2129	726	1272	919	4428	2496	Peptidase E
COG3341	44	92	46	24	50	40	3	35	153	21	233	74	"RNase HI-related protein, contains viroplasmin and RNaseH domains"
COG3342	2077	2302	2470	1600	2143	2116	4607	2400	3661	2451	6890	3969	"Uncharacterized conserved protein, Ntn-hydrolase superfamily"
COG3343	170	180	100	151	169	64	91	337	123	262	1032	46	"DNA-directed RNA polymerase, delta subunit"
COG3344	12512	6775	14490	11295	4442	6912	4285	3282	6332	2690	8286	6619	Retron-type reverse transcriptase
COG3345	6031	6117	5441	6862	5065	4582	13298	12380	11201	6664	11921	2961	Alpha-galactosidase
COG3346	1332	1648	1262	1677	1497	1374	2401	1691	1272	1375	2861	1240	Cytochrome oxidase assembly protein ShyY1
COG3347	3678	4955	3754	4870	3593	3409	7418	3088	3622	2902	7397	4447	"Rhamnose utilisation protein RhaD, predicted bifunctional aldolase and dehydrogenase"
COG3349	4479	5632	5058	5595	4112	4263	6441	4573	4536	3644	9806	3671	"Uncharacterized conserved protein, contains NAD-binding domain and a Fe-S cluster"
COG3350	3977	3990	4228	3670	3532	3146	9504	6309	6660	4390	14944	3020	"Uncharacterized conserved protein, YHS domain"
COG3351	58	22	54	55	36	55	25	160	0	64	55	57	Archaellum component FlaD/FlaE
COG3352	93	27	12	8	73	53	496	113	28	17	44	11	Archaellum component FlaC
COG3353	19	44	35	19	6	19	146	23	56	29	136	32	"Archaellum component FlaF, FlaF/FlaG flagellin family"
COG3354	57	51	38	51	59	55	44	34	59	21	107	42	"Archaellum component FlaG, FlaF/FlaG flagellin family"
COG3355	923	751	632	641	560	624	916	453	581	758	2395	637	Predicted transcriptional regulator
COG3356	482	460	629	745	634	559	6036	1172	2756	1460	1400	287	"Predicted membrane-associated lipid hydrolase, neutral ceramidase superfamily"
COG3357	310	147	239	178	128	99	591	639	772	365	800	183	Predicted transcriptional regulator containing an HTH domain fused to a Zn-ribbon
COG3358	2292	2237	2093	2108	1614	1341	1973	1691	2015	1699	3794	2069	"Uncharacterized conserved protein, DUF1684 family"
COG3359	1443	1404	1690	1624	1244	1022	2803	2326	2145	1382	2253	1235	"Uncharacterized conserved protein YprB, contains RNaseH-like and TPR domains"
COG3360	1817	1748	1904	1445	1393	1155	3352	1314	1515	1532	4117	2110	Flavin-binding protein dodecin
COG3361	1850	1838	1625	1470	1157	1240	1058	1397	2074	1273	5189	1326	"Uncharacterized protein YqjF, DUF2071 family"
COG3363	51	31	20	51	84	25	13	15	16	12	90	35	Archaeal IMP cyclohydrolase
COG3364	151	97	91	87	176	162	578	65	43	21	792	70	"Predicted  nucleic acid-binding protein, contains Zn-ribbon domain"
COG3365	16	7	26	19	6	8	4	9	31	2	20	50	Uncharacterized protein
COG3366	102	46	44	51	80	60	94	782	25	136	150	77	Uncharacterized protein
COG3367	1042	1688	1209	935	909	1318	2734	769	1646	780	3179	1920	"Uncharacterized conserved protein, NAD-dependent epimerase/dehydratase family"
COG3368	292	103	136	135	265	84	4329	814	2532	925	324	47	Predicted permease
COG3369	2449	3062	2869	3224	2294	2191	4116	3861	2756	2658	6314	1974	"Uncharacterized protein, contains Zn-finger domain of CDGSH type"
COG3370	30	20	18	12	14	14	294	147	158	44	45	30	Uncharacterized protein
COG3371	681	351	364	330	375	335	3195	465	1561	533	663	214	Uncharacterized membrane protein
COG3372	1188	429	588	526	678	407	2698	1318	1993	1163	1432	351	"Predicted nuclease of restriction endonuclease-like (RecB) superfamily, implicated in nucleotide excision repair"
COG3373	46	16	20	22	20	17	16	3	4	9	124	16	"Predicted transcriptional regulator, contains HTH domain"
COG3374	73	32	18	53	279	18	1919	237	512	306	401	52	Uncharacterized membrane protein
COG3375	2409	2171	2645	2749	1687	1971	3910	4048	3002	1819	5064	1373	"Predicted acetyltransferase, GNAT superfamily"
COG3376	3942	4683	4088	4348	3220	3174	8189	3336	3902	2554	6498	2354	High-affinity nickel permease
COG3377	76	54	41	61	46	77	61	11	54	25	120	43	"Uncharacterized protein YunC, DUF1805 family"
COG3378	1498	2097	1842	1608	1932	1649	1043	1666	1096	1699	3202	1082	Phage- or plasmid-associated DNA primase
COG3379	2736	4416	4973	4516	3269	3791	14037	5764	10087	6963	11978	5113	"Predicted phosphohydrolase or phosphomutase, AlkP superfamily"
COG3380	346	307	339	290	195	242	463	223	391	203	473	251	Predicted NAD/FAD-dependent oxidoreductase
COG3381	332	244	350	131	242	257	1478	1023	466	419	1382	374	Cytoplasmic chaperone TorD involved in molybdoenzyme TorA maturation
COG3382	1883	852	1099	1016	1046	610	2548	1338	2452	1775	2238	705	B3/B4 domain (DNA/RNA-binding domain of Phe-tRNA-synthetase)
COG3383	21681	23350	26126	23678	17907	19115	22827	15978	17534	14105	47058	23950	Predicted molibdopterin-dependent oxidoreductase YjgC
COG3384	3367	4812	4617	4809	3734	3473	8003	4270	2358	2226	9612	3220	"Aromatic ring-opening dioxygenase, catalytic subunit, LigB family"
COG3385	1805	1017	1394	1421	718	793	981	961	1021	1028	2284	700	IS4 transposase
COG3386	20497	29315	25664	28860	28060	22904	26301	27796	17489	18356	47464	20998	Sugar lactone lactonase YvrE
COG3387	15820	20452	20638	19450	13511	15958	32928	13175	18298	11927	34245	17300	"Glucoamylase (glucan-1,4-alpha-glucosidase), GH15 family"
COG3388	63	49	27	45	102	9	56	4	6	3	121	7	Predicted transcriptional regulator
COG3389	74	108	102	146	221	96	178	66	100	155	365	67	"Presenilin-like membrane protease, A22 family"
COG3390	64	80	65	86	248	63	32	39	31	27	204	66	Replication protein A (RPA) family protein
COG3391	32302	36894	38129	38364	34467	30934	36942	39792	36297	26130	66858	24892	DNA-binding beta-propeller fold protein YncE
COG3392	478	678	308	609	502	546	644	656	586	531	1088	457	Adenine-specific DNA methylase
COG3393	4133	4151	2899	3043	3130	2603	6397	2560	4402	2330	11132	3041	"Predicted acetyltransferase, GNAT family"
COG3394	4267	4510	5286	4896	4572	3943	5162	4986	3751	3567	9388	2929	"Predicted glycoside hydrolase or deacetylase ChbG, UPF0249 family"
COG3395	1384	1446	1157	1576	2062	1670	7330	4234	2754	1754	3753	1266	"Uncharacterized conserved protein YgbK, DUF1537 family"
COG3396	6136	6480	6933	5886	4505	5065	9624	5309	6243	4596	15677	6866	"1,2-phenylacetyl-CoA epoxidase, catalytic subunit"
COG3397	204	163	106	61	62	104	153	125	69	37	226	69	"Predicted carbohydrate-binding protein, contains CBM5 and CBM33 domains"
COG3398	518	508	383	452	667	418	5812	1265	3806	1681	3058	361	"Predicted transcriptional regulator, containsd two HTH domains"
COG3399	85	29	66	13	7	63	192	54	120	61	223	20	Uncharacterized protein
COG3400	167	125	120	116	331	82	510	61	83	111	177	146	Uncharacterized protein
COG3401	4449	4444	3932	3722	3213	3201	4325	7031	4362	3439	9691	2081	Fibronectin type 3 domain
COG3402	407	599	336	456	497	354	644	387	497	389	1092	216	"Uncharacterized membrane protein YdbS, contains bPH2 (bacterial pleckstrin homology) domain"
COG3403	93	186	159	132	202	90	377	121	118	59	431	51	"Uncharacterized protein YcgG, contains conserved FPC and CPF motifs"
COG3404	2688	2484	2549	2493	1727	1706	3213	2144	2842	2222	6139	2089	Formiminotetrahydrofolate cyclodeaminase
COG3405	805	969	565	1137	864	654	591	403	501	429	1523	619	"Endo-1,4-beta-D-glucanase Y"
COG3407	657	499	503	534	558	357	928	603	365	569	1009	407	Mevalonate pyrophosphate decarboxylase
COG3408	13267	14625	16854	13443	12637	12617	27763	18787	20999	15139	34009	14683	"Glycogen debranching enzyme (alpha-1,6-glucosidase)"
COG3409	3666	4096	3060	3263	3718	3354	8133	4480	3794	3427	16423	4314	Peptidoglycan-binding (PGRP) domain of peptidoglycan hydrolases
COG3410	265	234	214	233	297	267	427	372	655	162	987	126	"Uncharacterized protein, DUF2075 family"
COG3411	1222	1748	1331	1349	1817	1138	1003	2742	913	1109	4613	1210	(2Fe-2S) ferredoxin
COG3412	863	349	376	520	330	316	718	485	597	437	1134	352	PTS-EIIA-like component DhaM of the dihydroxyacetone kinase DhaKLM complex
COG3413	556	463	433	371	782	287	4955	882	2578	946	945	280	"Predicted DNA binding protein, contains HTH domain"
COG3414	46	14	42	13	5	8	28	16	7	0	120	15	"Phosphotransferase system, galactitol-specific IIB component"
COG3415	16618	10171	14964	17377	10503	9356	24671	13344	12165	11117	26727	7414	Transposase
COG3416	1492	1480	1156	1564	2118	1359	3406	2952	2125	2092	4464	595	Uncharacterized protein
COG3417	724	564	368	546	379	369	281	1102	414	587	1093	524	"Outer membrane lipoprotein LpoB, binds and activates PBP1b"
COG3418	141	147	99	147	128	85	131	69	36	51	410	22	Flagellar biosynthesis/type III secretory pathway chaperone
COG3419	1281	1199	906	1442	887	844	796	473	330	701	2685	1211	"Tfp pilus assembly protein, tip-associated adhesin PilY1"
COG3420	1289	1951	1513	1275	1956	1418	5322	2847	3086	2891	8588	2060	"Nitrous oxidase accessory protein NosD, contains tandem CASH domains"
COG3421	485	486	309	460	222	208	714	450	543	385	651	187	Uncharacterized protein
COG3422	302	232	112	153	251	184	315	43	241	106	1546	295	"Uncharacterized conserved protein YegP, UPF0339 family"
COG3423	234	67	51	127	98	56	64	145	22	89	139	21	"Predicted transcriptional regulator, lambda repressor-like DNA-binding domain"
COG3424	3434	4119	4638	4969	3371	3133	2507	2317	2006	2477	5403	2042	Predicted naringenin-chalcone synthase
COG3425	1252	1462	1299	1347	1034	1111	2512	1896	1645	2078	3507	1216	3-hydroxy-3-methylglutaryl CoA synthase
COG3426	362	398	340	484	240	227	135	220	122	163	397	191	Butyrate kinase
COG3427	4763	4768	4607	4007	4032	3819	14547	6742	9275	4773	14308	3733	Carbon monoxide dehydrogenase subunit G
COG3428	2479	2490	1736	2072	2036	1576	4514	1515	1973	1809	6651	1563	"Uncharacterized membrane protein YdbT, contains bPH2 (bacterial pleckstrin homology) domain"
COG3429	1470	1370	1178	991	829	1086	3549	1458	2343	1160	4114	1213	"Glucose-6-phosphate dehydrogenase assembly protein OpcA, contains a peptidoglycan-binding domain"
COG3430	84	84	135	103	211	80	2412	475	1599	563	428	41	"Archaeal flagellin (archaellin), FlaG/FlaF family"
COG3431	305	262	218	270	325	158	1021	1047	505	728	580	137	"Uncharacterized membrane protein, DUF373 family"
COG3432	131	237	722	463	355	782	26263	4623	17571	5290	2135	416	Predicted transcriptional regulator
COG3433	582	321	433	408	244	307	377	217	157	291	781	338	Aryl carrier domain
COG3434	1474	2441	2190	3063	2157	1757	3427	3073	1966	1248	3289	935	"c-di-GMP-related signal transduction protein, contains EAL and HDOD domains"
COG3435	3353	5938	5034	4735	5268	3615	15665	5435	4957	3321	26258	4725	"Gentisate 1,2-dioxygenase"
COG3436	7057	5829	8360	11262	4556	6096	5231	10720	5128	5800	7634	2573	Transposase
COG3437	18308	21188	19997	18205	14941	15960	13232	13997	13903	9847	43348	18133	"Response regulator c-di-GMP phosphodiesterase, RpfG family, contains REC and HD-GYP domains"
COG3439	2823	3701	3455	3789	1917	2101	5163	3860	2920	2098	5213	695	"Uncharacterized conserved protein, DUF302 family"
COG3440	1548	1154	1148	1491	838	817	2742	792	1158	1034	3872	622	Predicted restriction endonuclease
COG3442	2027	1566	1348	1097	791	978	4536	1298	2170	1253	4082	1591	Glutamine amidotransferase related to the GATase domain of CobQ
COG3443	46	38	92	42	17	67	15	20	61	41	47	68	Periplasmic Zn/Cd-binding protein ZinT
COG3444	239	123	170	117	76	176	241	82	365	114	423	307	"Phosphotransferase system, mannose/fructose/N-acetylgalactosamine-specific component IIB"
COG3445	63	106	42	97	4	24	0	20	0	6	151	40	Autonomous glycyl radical cofactor GrcA
COG3447	2764	2852	2505	2027	1877	1691	2278	3058	1742	1410	5312	3780	Integral membrane sensor domain MASE1
COG3448	4408	3908	4324	3503	4060	3605	14359	6150	9506	5734	11811	2897	CBS-domain-containing membrane protein
COG3449	360	805	493	573	704	469	1373	460	1624	361	1015	436	DNA gyrase inhibitor GyrI
COG3450	1220	1623	1176	1537	1139	1266	1626	1169	661	766	2361	675	Predicted enzyme of the cupin superfamily
COG3451	10673	7273	9746	11816	5729	7532	17906	13443	9767	7918	15737	2718	"Type IV secretory pathway, VirB4 component"
COG3452	258	381	287	330	163	355	705	237	763	247	524	189	Extracellular (periplasmic) sensor domain CHASE (specificity unknown)
COG3453	756	1328	960	908	1014	841	1689	1003	769	695	2090	1242	"Predicted phosphohydrolase, protein tyrosine phosphatase (PTP) superfamily, DUF442 family"
COG3454	740	748	725	822	810	615	1892	709	430	498	999	495	Alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase PhnM
COG3455	907	946	897	1316	835	1025	1284	1291	826	721	1520	650	Type VI protein secretion system component VasF
COG3456	2950	2830	2077	2546	2995	2212	3960	3325	2574	1894	6899	1429	"Predicted component of the type VI protein secretion system, contains a FHA domain"
COG3457	280	222	151	231	104	335	197	168	134	98	356	146	Predicted amino acid racemase
COG3458	2970	3060	2605	2971	2555	2608	2612	1745	2405	2333	6686	2654	Cephalosporin-C deacetylase or related acetyl esterase
COG3459	5235	8986	7618	9424	5409	6149	2534	3208	2037	2668	7952	12769	Cellobiose phosphorylase
COG3460	959	1055	888	685	663	655	1391	689	1368	583	2473	1049	"1,2-phenylacetyl-CoA epoxidase, PaaB subunit"
COG3461	588	571	590	389	455	493	1352	605	1041	455	2079	857	Uncharacterized protein
COG3462	1758	759	1322	877	770	796	4919	2318	3443	1545	4969	501	Uncharacterized membrane protein
COG3463	2641	1306	1590	1425	1379	1578	6176	2746	4100	1801	4171	1535	Uncharacterized membrane protein
COG3464	8797	5542	8085	8309	4541	5031	9910	8750	8839	8645	10991	3137	Transposase
COG3465	189	173	132	173	122	143	254	151	145	170	403	30	Uncharacterized protein YwgA
COG3466	0	0	2	0	4	3	40	0	0	0	6	12	Putative transposon-encoded protein
COG3467	7635	5888	6637	5275	5126	4684	17058	8207	10532	6446	18133	3617	"Nitroimidazol reductase NimA or a related FMN-containing flavoprotein, pyridoxamine 5'-phosphate oxidase superfamily"
COG3468	97	107	127	165	209	222	75	85	26	9	352	108	"Type V secretory pathway, adhesin AidA"
COG3469	1149	542	303	764	460	647	549	991	460	601	1442	269	Chitinase
COG3470	164	321	149	203	208	196	161	230	210	368	494	122	Uncharacterized protein probably involved in high-affinity Fe2+ transport
COG3471	128	231	160	123	439	76	411	389	236	179	325	127	Predicted secreted (periplasmic) protein
COG3472	742	549	428	520	385	429	4406	538	681	703	1915	199	Uncharacterized protein
COG3473	1505	3230	2780	2563	2232	1867	5323	2408	1764	1575	10555	2271	Maleate cis-trans isomerase
COG3474	6833	7755	8082	7818	8551	7154	5677	10172	5957	7897	19397	4797	Cytochrome c2
COG3475	63	113	97	83	173	184	84	85	97	72	183	78	Phosphorylcholine metabolism protein LicD
COG3476	645	696	741	716	813	991	1329	1411	816	634	1786	382	Tryptophan-rich sensory protein (mitochondrial benzodiazepine receptor homolog)
COG3477	401	490	684	256	414	485	2040	745	1723	829	2584	225	"Uncharacterized membrane protein YagU, involved in acid resistance, DUF1440 family"
COG3478	51	41	0	39	121	41	92	71	78	73	59	28	"Predicted nucleic-acid-binding protein, contains Zn-ribbon domain"
COG3479	112	83	103	112	44	74	36	50	21	23	145	83	Phenolic acid decarboxylase
COG3480	1166	1624	1180	878	720	1055	3441	537	1420	824	4045	1509	Predicted secreted protein containing a PDZ domain
COG3481	2392	3071	3376	3122	2215	2256	4457	4081	3218	2335	7522	2032	"3'-5' exoribonuclease YhaM, can participate in 23S rRNA maturation,  HD superfamily"
COG3482	356	388	296	282	676	286	257	374	329	319	818	282	Uncharacterized protein
COG3483	3420	3296	3254	3049	2253	2124	3055	2493	2118	2400	6254	4000	"Tryptophan 2,3-dioxygenase (vermilion)"
COG3484	974	1488	1062	1368	1067	1023	166	423	243	559	1464	1233	Predicted proteasome-type protease
COG3485	11333	14298	14927	14148	13128	12007	24299	17053	14912	9080	29121	12377	"Protocatechuate 3,4-dioxygenase beta subunit"
COG3486	950	626	656	703	754	646	679	456	528	388	985	657	Lysine/ornithine N-monooxygenase
COG3487	236	288	362	297	215	261	82	321	149	159	652	298	Uncharacterized iron-regulated protein
COG3488	4449	5314	6876	5046	4003	4060	1245	3861	2151	2650	7254	5261	"Uncharacterized conserved protein with two CxxC motifs, DUF1111 family"
COG3489	87	164	60	147	124	105	41	28	75	57	496	165	Predicted periplasmic lipoprotein
COG3490	416	641	395	431	343	354	221	296	275	284	817	449	Uncharacterized protein
COG3491	3108	4317	2461	3457	3431	2532	1595	1780	1130	1520	4478	2418	Isopenicillin N synthase and related dioxygenases
COG3492	358	736	577	562	876	443	1197	715	222	632	1113	363	Uncharacterized protein
COG3493	613	570	420	495	351	370	200	211	299	170	948	360	Na+/citrate or Na+/malate symporter
COG3494	2359	3482	3756	3885	2916	2876	5057	5114	2775	2646	6415	2308	"Uncharacterized conserved protein, DUF1009 family"
COG3495	221	294	157	200	392	221	62	151	156	102	843	155	Uncharacterized protein
COG3496	1101	1339	634	1155	1565	1022	2060	540	505	442	1520	731	"Uncharacterized conserved protein, DUF1365 family"
COG3497	2260	2055	1894	1780	1552	1514	2543	1284	1894	1270	4477	3164	Phage tail sheath protein FI
COG3498	116	69	132	179	110	82	98	76	83	166	170	76	Phage tail tube protein FII
COG3499	44	191	75	131	436	78	146	187	69	193	199	58	Phage protein U
COG3500	775	535	387	431	540	459	1896	1424	1412	774	1437	561	Phage protein D
COG3501	3372	3169	3420	4225	3463	3113	6257	4174	2790	2048	5170	2894	"Uncharacterized conserved protein, implicated in type VI secretion and phage assembly"
COG3502	874	851	721	914	855	789	568	626	290	536	1646	420	"Uncharacterized conserved protein, DUF952 family"
COG3503	1636	2301	2181	2400	2448	2055	623	1620	857	1040	4288	2697	Uncharacterized membrane protein
COG3504	2861	1788	2694	3323	1644	2111	5046	4300	2446	2664	3363	601	"Type IV secretory pathway, VirB9 components"
COG3505	8375	6554	6422	8720	5900	5723	12559	9778	6777	5464	14977	1573	"Type IV secretory pathway, VirD4 component, TraG/TraD family ATPase"
COG3506	1049	678	560	628	833	566	760	432	867	490	1993	488	"Regulation of enolase protein 1 (function unknown), concanavalin A-like superfamily"
COG3507	2153	3176	1762	2736	2805	2330	2145	2483	1887	1061	6862	3416	Beta-xylosidase
COG3508	3501	4648	4111	4749	3745	3387	5418	2759	3165	2614	8725	4469	"Homogentisate 1,2-dioxygenase"
COG3509	4397	5293	4314	5026	4821	4294	3199	3944	4233	3950	10297	4058	Poly(3-hydroxybutyrate) depolymerase
COG3510	1007	1422	1151	1304	859	1116	914	693	676	580	2372	642	Cephalosporin hydroxylase
COG3511	30365	34616	35933	38603	24509	25729	32933	17347	26010	14404	47558	14805	Phospholipase C
COG3512	41	107	72	146	116	161	781	806	651	488	390	16	"CRISPR/Cas system-associated protein Cas2, endoribonuclease"
COG3513	735	712	547	739	781	839	3787	2412	2628	2267	2522	589	"CRISPR/Cas system Type II  associated protein, contains McrA/HNH and RuvC-like nuclease domains"
COG3514	1728	2209	2077	2866	1396	1667	1242	974	500	827	2339	428	"Uncharacterized conserved protein, DUF4415 family"
